EmployeeID;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
201929;19.0;9.29;Human Resources;2;Human Resources;Male;No;No;2;Manufacturing Director;4;7.0;Single;5.0;16667;1;19;2;4;Low;4;0.0;5;1;Medium;0.0;0.0;0.0
201930;32.0;10.99;Human Resources;1;Human Resources;Male;No;Yes;3;Sales Representative;2;17.0;Married;3.0;116667;1;10;1;3;High;2;5.0;6;2;Low;4.0;4.0;0.0
201931;45.0;6.71;Sales;2;Medical;Female;No;No;3;Sales Executive;2;17.0;Married;5.0;366667;2;20;4;1;Very High;3;22.0;0;3;High;9.0;2.0;4.0
201932;30.0;9.22;Human Resources;5;Marketing;Female;No;No;3;Sales Executive;2;15.0;Married;3.0;175000;4;13;4;4;High;3;8.0;3;2;Medium;3.0;3.0;2.0
201933;23.0;7.64;Sales;1;Medical;Female;Yes;Yes;1;Manufacturing Director;2;7.0;Married;5.0;33333;1;16;4;1;Very Low;1;2.0;2;2;Medium;2.0;2.0;2.0
201934;50.0;8.59;Sales;1;Other;Female;No;Yes;1;Research Director;1;2.0;Single;3.0;225000;4;21;3;3;Very High;4;9.0;3;4;High;1.0;1.0;1.0
201935;35.0;7.81;Research & Development;2;Marketing;Male;Yes;Yes;2;Research Director;4;6.0;Married;4.0;25000;1;23;1;4;Very High;1;0.0;6;3;;0.0;0.0;0.0
201936;41.0;9.68;Research & Development;3;Human Resources;Female;No;Yes;2;Manager;3;6.0;Single;3.0;25000;1;21;4;4;Very High;4;2.0;2;3;Medium;0.0;0.0;0.0
201937;38.0;7.97;Human Resources;4;Medical;Female;No;Yes;4;Sales Representative;2;9.0;Single;5.0;25000;1;13;1;1;Very Low;1;;2;2;Low;0.0;0.0;0.0
201938;39.0;18.0;Human Resources;3;Human Resources;Female;No;Yes;1;Sales Representative;3;9.0;Single;1.0;25000;1;13;1;2;Very High;4;0.0;3;2;High;0.0;0.0;0.0
201939;47.0;6.81;Sales;1;Medical;;Yes;No;1;Human Resources;2;11.0;Single;1.0;325000;1;17;4;4;Very High;3;18.0;1;3;High;4.0;4.0;3.0
201940;45.0;8.19;Human Resources;4;Human Resources;Female;No;No;4;Healthcare Representative;1;6.0;Married;5.0;75000;1;23;3;3;Very High;1;6.0;5;3;High;4.0;4.0;4.0
201941;41.0;7.91;Sales;2;Human Resources;Female;Yes;No;2;Healthcare Representative;3;17.0;Single;5.0;208333;2;24;2;3;Very High;2;13.0;4;2;Medium;9.0;4.0;7.0
201942;38.0;6.91;Human Resources;3;Life Sciences;Male;No;;2;Manager;3;20.0;Divorced;2.0;100000;3;12;4;2;High;1;;3;1;High;5.0;5.0;4.0
201943;31.0;7.49;Sales;3;Marketing;Male;No;Yes;1;Manager;1;19.0;Single;5.0;233333;2;23;2;1;Medium;1;10.0;3;4;Medium;8.0;1.0;0.0
201944;34.0;6.51;Sales;5;Marketing;Female;No;Yes;3;Human Resources;3;18.0;Married;1.0;150000;2;23;2;4;Very High;2;7.0;4;3;Medium;7.0;3.0;4.0
201945;27.0;6.02;Human Resources;2;Human Resources;Female;No;Yes;1;Manager;4;9.0;Divorced;4.0;58333;1;24;4;3;Very High;4;2.0;0;4;Low;0.0;0.0;0.0
201946;39.0;8.51;Research & Development;3;Human Resources;Male;Yes;No;2;Research Scientist;2;10.0;Married;1.0;325000;2;15;4;3;Low;1;18.0;4;1;High;0.0;0.0;0.0
201947;60.0;8.01;Human Resources;4;Medical;Female;No;No;1;Laboratory Technician;1;8.0;Divorced;3.0;325000;5;19;1;3;High;2;20.0;1;3;Medium;6.0;0.0;0.0
201948;56.0;6.29;Research & Development;5;Medical;Male;Yes;No;3;Research Scientist;4;3.0;Married;4.0;16667;1;16;2;4;Medium;3;1.0;0;3;High;0.0;0.0;0.0
201949;42.0;8.4;Human Resources;5;Other;Female;No;No;4;Research Scientist;3;11.0;Divorced;4.0;241667;3;17;1;1;Medium;4;9.0;3;4;High;8.0;2.0;1.0
201950;42.0;10.98;Human Resources;1;Other;Male;No;Yes;3;Human Resources;4;9.0;Single;4.0;16667;1;14;1;2;Very High;3;1.0;3;1;High;1.0;1.0;1.0
201951;40.0;8.19;Sales;2;Human Resources;Female;No;No;3;Sales Executive;2;3.0;Married;2.0;391667;2;16;1;4;Medium;4;19.0;4;2;High;1.0;1.0;1.0
201952;46.0;7.02;Research & Development;5;Human Resources;Female;No;Yes;2;Human Resources;2;11.0;Single;1.0;325000;2;15;4;2;Very Low;1;23.0;6;3;;22.0;1.0;9.0
201953;56.0;6.02;Research & Development;1;Technical Degree;Male;No;No;4;Sales Representative;4;15.0;Married;4.0;258333;5;11;2;1;High;4;20.0;3;2;High;6.0;5.0;4.0
201954;48.0;6.19;Human Resources;2;Technical Degree;Female;No;No;3;Sales Representative;3;18.0;Single;1.0;225000;1;25;4;4;High;3;15.0;6;3;Medium;14.0;3.0;8.0
201955;;7.39;Sales;3;Other;Female;No;No;3;Manager;2;5.0;Single;5.0;58333;1;18;3;3;High;3;2.0;2;2;High;0.0;0.0;0.0
201956;42.0;6.08;Human Resources;3;Medical;Male;No;Yes;2;Research Scientist;3;23.0;Married;4.0;375000;4;14;3;4;High;4;20.0;0;3;Low;13.0;4.0;3.0
201957;34.0;8.19;Research & Development;2;Other;Male;Yes;Yes;4;Laboratory Technician;4;18.0;Single;1.0;175000;2;15;1;3;Very High;4;11.0;6;1;Medium;2.0;2.0;2.0
201958;22.0;6.71;Human Resources;5;Marketing;Male;No;Yes;1;Sales Executive;1;7.0;Divorced;5.0;16667;1;8;2;2;Medium;4;1.0;2;3;Low;1.0;1.0;1.0
201959;29.0;7.33;Human Resources;4;Other;Male;No;No;4;Sales Executive;2;4.0;Single;1.0;75000;1;18;3;2;Very High;4;3.0;6;4;Medium;0.0;0.0;0.0
201960;46.0;7.99;Research & Development;5;Life Sciences;Female;No;No;3;Manufacturing Director;1;9.0;Single;1.0;33333;1;14;3;4;High;4;2.0;2;4;Medium;1.0;1.0;1.0
201961;26.0;10.0;Human Resources;3;Technical Degree;Female;No;No;2;Manager;4;5.0;Married;2.0;116667;1;7;4;1;Very High;4;4.0;1;2;Low;2.0;2.0;2.0
201962;32.0;7.99;Research & Development;1;Technical Degree;Male;No;Yes;2;Sales Representative;2;10.0;Married;2.0;141667;4;11;4;3;Low;2;9.0;2;3;;6.0;2.0;1.0
201963;18.0;6.11;Human Resources;3;Life Sciences;Male;No;No;1;Sales Executive;2;9.0;Single;5.0;16667;1;23;1;2;High;4;0.0;2;3;Low;0.0;0.0;0.0
201964;18.0;10.27;Sales;1;Other;Male;No;;2;Manufacturing Director;4;7.0;Single;2.0;16667;1;20;3;2;Very Low;2;;4;4;High;0.0;0.0;0.0
201965;59.0;6.09;Human Resources;4;Technical Degree;Male;No;No;1;Manager;4;15.0;Single;4.0;358333;3;13;2;2;Medium;1;27.0;4;2;High;6.0;5.0;3.0
201966;51.0;7.9;Research & Development;1;Life Sciences;Female;No;No;2;Human Resources;2;15.0;Married;3.0;308333;4;12;3;4;Very High;4;16.0;1;3;High;16.0;5.0;6.0
201967;43.0;10.29;Human Resources;1;Other;Female;No;Yes;3;Laboratory Technician;2;14.0;Single;1.0;200000;3;18;2;1;Medium;4;7.0;3;3;Low;7.0;2.0;2.0
201968;56.0;9.38;Research & Development;5;Medical;Female;No;Yes;2;Manager;3;23.0;Single;3.0;408333;2;7;2;3;High;2;26.0;5;3;High;22.0;4.0;3.0
201969;42.0;5.98;Sales;1;Other;Male;No;Yes;1;Research Scientist;1;4.0;Divorced;3.0;66667;1;14;1;1;Very High;1;5.0;5;4;Medium;1.0;1.0;1.0
201970;32.0;6.19;Human Resources;3;Other;Male;No;Yes;1;Healthcare Representative;3;18.0;Single;1.0;191667;3;11;1;3;Very Low;4;7.0;0;4;Low;3.0;3.0;0.0
201971;60.0;6.51;Research & Development;1;Other;Female;No;No;2;Research Director;2;6.0;Single;4.0;25000;1;11;2;3;Very Low;3;1.0;5;2;High;0.0;0.0;0.0
201972;53.0;5.99;Human Resources;1;Marketing;Female;No;No;4;Sales Executive;3;29.0;Married;2.0;283333;5;13;3;3;Medium;4;20.0;3;3;Medium;13.0;2.0;10.0
201973;54.0;7.01;Sales;5;Medical;Female;Yes;No;3;Sales Representative;3;17.0;Single;5.0;533333;4;20;2;1;Low;4;27.0;4;3;Medium;24.0;3.0;5.0
201974;39.0;8.8;Human Resources;5;Other;Male;No;No;4;;4;9.0;;4.0;58333;1;12;4;3;Medium;4;2.0;5;3;Low;0.0;0.0;0.0
201975;57.0;6.96;Research & Development;3;Medical;Female;Yes;Yes;4;Sales Representative;3;12.0;Divorced;4.0;275000;1;20;1;4;High;2;17.0;6;3;Medium;15.0;0.0;9.0
201976;29.0;7.4;Research & Development;4;Medical;Female;No;No;1;Human Resources;1;5.0;Divorced;3.0;83333;1;17;1;1;Very High;3;3.0;2;3;High;1.0;1.0;1.0
201977;;10.41;Human Resources;3;Human Resources;Male;No;No;4;Laboratory Technician;2;11.0;Single;1.0;333333;4;22;2;3;Low;3;18.0;5;4;High;5.0;5.0;3.0
201978;26.0;6.09;Human Resources;4;Medical;Female;No;Yes;4;Manufacturing Director;2;8.0;Married;4.0;25000;1;11;3;1;Low;3;2.0;5;4;Low;0.0;0.0;0.0
201979;34.0;6.71;Sales;1;Technical Degree;Female;No;No;1;Healthcare Representative;3;8.0;Married;2.0;25000;1;11;1;2;Very High;2;1.0;1;3;Low;0.0;0.0;0.0
201980;22.0;7.29;Human Resources;5;Other;Female;No;Yes;1;Sales Representative;4;5.0;Married;5.0;25000;1;14;1;4;Very High;3;1.0;1;3;High;0.0;0.0;0.0
201981;30.0;7.69;Sales;3;Other;Female;No;Yes;1;Laboratory Technician;1;17.0;Married;1.0;66667;2;11;1;3;Low;2;5.0;3;2;High;4.0;4.0;3.0
201982;47.0;7.29;Sales;4;Life Sciences;Male;Yes;Yes;2;Manager;1;5.0;Married;3.0;458333;5;25;4;3;Very Low;1;26.0;4;2;High;1.0;1.0;1.0
201983;22.0;7.33;Human Resources;4;Medical;Male;No;Yes;4;Human Resources;3;5.0;Divorced;4.0;25000;1;23;1;2;High;2;1.0;6;2;Medium;1.0;1.0;1.0
201984;36.0;7.52;Human Resources;4;Life Sciences;Male;No;Yes;3;Sales Representative;2;18.0;Single;3.0;108333;1;13;3;1;High;3;4.0;2;2;Medium;4.0;4.0;0.0
201985;50.0;7.58;Research & Development;2;Medical;Female;No;No;1;Human Resources;1;25.0;Married;2.0;325000;4;11;2;2;Medium;1;17.0;0;2;High;12.0;4.0;7.0
201986;40.0;18.17;Human Resources;1;Technical Degree;Male;No;No;4;Healthcare Representative;1;29.0;Divorced;2.0;341667;3;17;1;1;Very High;3;17.0;4;3;High;11.0;3.0;8.0
201987;20.0;7.91;Research & Development;2;Medical;Female;Yes;Yes;4;Human Resources;3;12.0;Divorced;5.0;50000;1;8;2;4;Very High;1;2.0;3;3;High;2.0;2.0;2.0
201988;53.0;7.39;Human Resources;2;Life Sciences;Male;No;No;2;Research Director;4;8.0;Divorced;2.0;341667;4;16;3;4;Medium;2;22.0;0;2;Low;0.0;0.0;0.0
201989;49.0;10.5;Human Resources;4;Other;Male;No;Yes;3;Laboratory Technician;1;11.0;Divorced;2.0;133333;1;21;1;2;Very High;4;8.0;3;4;High;8.0;4.0;2.0
201990;30.0;6.16;Research & Development;2;Medical;Female;No;No;1;Research Scientist;4;7.0;Divorced;1.0;150000;3;17;2;3;Very Low;1;9.0;0;4;Medium;0.0;0.0;0.0
201991;25.0;7.32;Research & Development;3;Technical Degree;Female;Yes;No;3;Manufacturing Director;2;5.0;Single;3.0;25000;1;8;4;3;Medium;4;1.0;3;2;Low;0.0;0.0;0.0
201992;55.0;9.59;Human Resources;2;Life Sciences;Male;;;3;Laboratory Technician;3;;Divorced;1.0;250000;2;18;2;1;Low;1;13.0;3;1;Low;4.0;4.0;0.0
201993;28.0;6.99;Human Resources;2;Human Resources;Female;No;No;4;Sales Representative;3;19.0;Divorced;2.0;125000;1;11;4;4;High;3;5.0;1;4;Low;2.0;2.0;2.0
201994;32.0;6.97;Sales;1;Technical Degree;Male;Yes;No;1;Manager;4;11.0;Married;2.0;116667;3;16;1;4;Medium;1;6.0;0;2;High;2.0;2.0;2.0
201995;29.0;6.46;Research & Development;2;Marketing;Female;Yes;Yes;1;Sales Representative;4;2.0;Married;4.0;41667;1;9;2;4;Very High;4;3.0;1;1;High;0.0;0.0;0.0
201996;20.0;10.4;Research & Development;1;Other;Male;No;Yes;1;Laboratory Technician;4;4.0;Married;5.0;25000;1;15;3;2;Low;3;1.0;1;2;;1.0;1.0;1.0
201997;20.0;8.01;Research & Development;5;Life Sciences;Male;Yes;No;2;Sales Representative;2;3.0;Married;3.0;25000;1;18;1;4;Low;3;1.0;2;2;Medium;1.0;1.0;1.0
201998;27.0;6.42;Human Resources;1;Medical;Male;No;Yes;4;Human Resources;4;11.0;Single;3.0;100000;1;8;4;3;High;4;5.0;6;1;Low;3.0;3.0;2.0
201999;27.0;6.59;Research & Development;1;Other;Female;Yes;No;3;Sales Executive;3;2.0;Divorced;2.0;58333;1;23;1;4;Very High;1;4.0;0;3;High;1.0;1.0;1.0
202000;40.0;7.21;Human Resources;4;Other;Male;No;No;1;Manager;4;5.0;Married;5.0;25000;1;23;3;1;High;4;2.0;3;1;High;1.0;1.0;1.0
202001;60.0;6.95;Sales;1;Other;Male;No;Yes;4;Laboratory Technician;4;17.0;Single;1.0;225000;2;16;1;3;Very Low;2;11.0;6;1;Low;11.0;5.0;7.0
202002;31.0;7.51;Research & Development;4;Marketing;Male;No;No;3;Laboratory Technician;4;20.0;Divorced;3.0;41667;1;14;2;4;Very High;4;3.0;3;1;High;2.0;2.0;2.0
202003;59.0;6.45;Research & Development;3;Medical;Male;Yes;Yes;4;Sales Representative;1;17.0;Divorced;1.0;450000;1;7;1;1;Very Low;3;22.0;4;2;Medium;7.0;1.0;7.0
202004;34.0;7.93;Research & Development;3;Medical;Male;Yes;No;1;Sales Representative;4;18.0;Divorced;3.0;150000;1;12;4;3;Very Low;3;10.0;1;2;High;2.0;2.0;2.0
202005;42.0;7.1;Human Resources;2;Life Sciences;Male;No;No;3;Sales Executive;3;15.0;Married;2.0;66667;1;19;1;4;High;1;3.0;6;2;Medium;3.0;3.0;2.0
202006;40.0;8.59;Sales;4;Medical;Male;Yes;Yes;2;Research Scientist;1;18.0;Divorced;3.0;216667;1;22;1;1;Very High;2;13.0;4;4;Low;10.0;0.0;8.0
202007;50.0;6.51;Sales;3;Life Sciences;Female;No;Yes;4;Human Resources;2;21.0;Divorced;2.0;266667;1;12;3;3;Medium;3;20.0;4;3;Low;14.0;4.0;9.0
202008;56.0;7.18;Sales;1;Human Resources;Female;Yes;Yes;1;Laboratory Technician;1;8.0;Divorced;4.0;475000;4;24;2;1;Low;2;30.0;5;3;Low;7.0;1.0;0.0
202009;20.0;8.31;Research & Development;5;Marketing;Male;Yes;Yes;2;Healthcare Representative;1;9.0;Single;3.0;41667;1;22;4;4;Very High;2;2.0;4;4;High;1.0;1.0;1.0
202010;22.0;7.52;Human Resources;2;Marketing;Female;No;Yes;3;Laboratory Technician;4;8.0;Married;2.0;33333;1;13;4;2;High;2;0.0;5;4;High;;;
202011;60.0;7.99;Research & Development;3;Marketing;Male;Yes;No;4;Healthcare Representative;2;23.0;Divorced;1.0;541667;4;24;2;4;Medium;3;31.0;3;3;Low;10.0;2.0;6.0
202012;46.0;6.11;Human Resources;3;Other;Male;No;No;1;Laboratory Technician;1;2.0;Divorced;3.0;25000;1;9;4;2;Very High;1;0.0;0;3;Low;0.0;0.0;0.0
202013;46.0;7.1;Human Resources;1;Human Resources;Female;No;No;4;Manufacturing Director;3;9.0;Divorced;3.0;166667;2;14;2;3;Very High;2;6.0;3;1;Medium;0.0;0.0;0.0
202014;19.0;10.27;Sales;3;Human Resources;Male;Yes;Yes;4;Sales Representative;2;6.0;Married;1.0;16667;1;13;4;4;Low;1;1.0;4;1;Medium;1.0;1.0;1.0
202015;56.0;6.2;Research & Development;2;Medical;Male;Yes;Yes;2;Sales Representative;4;16.0;Divorced;2.0;7083330;5;13;4;3;Very High;3;35.0;1;1;Medium;13.0;3.0;5.0
202016;36.0;6.79;Sales;1;Medical;Female;No;Yes;1;Manager;4;3.0;Married;3.0;1059;1;14;4;3;Very High;2;0.0;4;1;High;;;
202017;57.0;6.34;Sales;4;Human Resources;Male;No;Yes;1;Laboratory Technician;4;11.0;Married;1.0;575000;6;12;2;1;Very High;1;28.0;0;1;Medium;14.0;1.0;8.0
202018;41.0;9.92;Human Resources;3;Other;Female;No;No;2;Research Scientist;2;9.0;Divorced;3.0;50000;1;22;1;3;High;1;2.0;5;2;Medium;0.0;0.0;0.0
202019;50.0;7.08;Human Resources;1;Human Resources;Male;No;No;1;Sales Representative;2;6.0;Single;3.0;58333;1;25;2;2;Very Low;4;3.0;4;2;High;1.0;1.0;1.0
202020;38.0;9.8;Research & Development;3;Life Sciences;Female;No;;1;Research Director;4;9.0;Married;2.0;75000;1;20;3;2;Very High;4;4.0;1;3;Medium;4.0;4.0;2.0
202021;54.0;10.4;Human Resources;2;Marketing;Male;No;No;3;Sales Executive;3;5.0;Married;3.0;66667;1;10;2;1;Medium;4;3.0;1;4;High;1.0;1.0;1.0
202022;42.0;9.7;Sales;4;Other;Male;No;Yes;1;Healthcare Representative;2;14.0;Married;3.0;300000;1;17;4;3;Medium;4;18.0;3;3;High;4.0;4.0;2.0
202023;19.0;6.29;Research & Development;2;Life Sciences;Female;Yes;No;4;Sales Representative;1;4.0;Single;5.0;33333;1;20;2;3;Very Low;3;0.0;1;2;Low;0.0;0.0;0.0
202024;26.0;10.99;Human Resources;1;Technical Degree;Male;No;No;3;Manager;2;7.0;Single;1.0;58333;1;11;2;4;Low;1;3.0;5;2;Medium;3.0;3.0;1.0
202025;55.0;6.33;Research & Development;1;Life Sciences;Female;No;Yes;4;Manager;2;26.0;Married;3.0;491667;3;25;1;4;Very Low;4;34.0;0;1;Medium;29.0;1.0;6.0
202026;28.0;7.09;Sales;1;Marketing;Male;Yes;Yes;3;Manager;3;17.0;Single;2.0;150000;3;24;4;1;High;1;6.0;1;4;Medium;2.0;2.0;2.0
202027;49.0;6.19;Research & Development;4;Technical Degree;Male;Yes;No;3;Manager;1;10.0;Single;1.0;575000;4;19;2;1;Low;4;28.0;4;3;High;7.0;5.0;6.0
202028;49.0;7.25;Sales;4;Human Resources;Female;Yes;No;1;Healthcare Representative;1;23.0;Divorced;1.0;275000;3;14;2;2;Very High;1;14.0;6;1;Medium;11.0;2.0;5.0
202029;24.0;7.91;Sales;2;Other;Female;Yes;No;2;Manager;2;8.0;Divorced;2.0;33333;1;11;1;3;High;2;2.0;2;4;Medium;1.0;1.0;1.0
202030;59.0;7.59;Research & Development;1;Marketing;Female;Yes;Yes;4;Manufacturing Director;2;15.0;Single;1.0;483333;4;21;3;4;Low;2;26.0;5;2;High;4.0;4.0;1.0
202031;23.0;8.62;Sales;5;Human Resources;Female;No;Yes;2;Human Resources;3;7.0;Single;4.0;33333;1;23;2;4;Very High;3;0.0;4;4;Low;0.0;0.0;0.0
202032;60.0;8.88;Sales;3;Life Sciences;Male;Yes;Yes;1;Laboratory Technician;2;26.0;Married;1.0;258333;3;23;2;3;Very Low;3;20.0;2;4;Low;11.0;2.0;5.0
202033;34.0;7.39;Research & Development;3;Other;Female;Yes;Yes;3;Manufacturing Director;4;14.0;Married;4.0;250000;1;21;4;4;Medium;1;12.0;1;4;Medium;4.0;4.0;0.0
202034;58.0;6.07;Sales;5;Medical;Male;Yes;Yes;1;Healthcare Representative;1;11.0;Divorced;1.0;116667;1;9;1;4;Medium;4;8.0;4;4;Medium;7.0;4.0;0.0
202035;32.0;7.3;Sales;4;Marketing;Male;Yes;No;2;Sales Executive;4;7.0;Divorced;1.0;16667;1;21;1;1;Low;3;1.0;2;1;High;1.0;1.0;1.0
202036;53.0;6.69;Human Resources;3;Life Sciences;Female;No;Yes;1;Laboratory Technician;1;11.0;Divorced;5.0;475000;4;12;2;3;High;4;24.0;0;1;Medium;5.0;5.0;4.0
202037;;10.07;Human Resources;2;Human Resources;Male;No;No;2;Research Director;1;13.0;Married;4.0;200000;1;12;1;3;Very High;3;12.0;4;4;Medium;11.0;1.0;7.0
202038;54.0;6.42;Sales;5;Life Sciences;Male;Yes;Yes;2;Laboratory Technician;1;6.0;Divorced;1.0;200000;1;12;2;1;Very High;1;11.0;4;2;Low;6.0;2.0;3.0
202039;47.0;8.04;Research & Development;3;Marketing;Male;Yes;No;4;Laboratory Technician;3;20.0;Divorced;4.0;258333;1;16;1;2;Medium;3;15.0;0;1;Low;2.0;2.0;2.0
202040;41.0;10.67;Research & Development;2;Technical Degree;Female;Yes;No;3;Laboratory Technician;1;30.0;Married;5.0;283333;2;10;1;3;Low;4;19.0;5;3;Medium;19.0;3.0;0.0
202041;46.0;6.2;Sales;5;Technical Degree;Female;No;No;3;Manufacturing Director;2;5.0;Married;1.0;108333;3;24;2;1;High;1;6.0;5;2;High;1.0;1.0;1.0
202042;25.0;8.51;Research & Development;4;Technical Degree;Female;Yes;Yes;2;Healthcare Representative;4;3.0;Divorced;5.0;16667;1;15;4;4;High;3;1.0;3;1;;0.0;0.0;0.0
202043;26.0;6.82;Research & Development;2;Medical;Female;No;Yes;2;Research Director;1;2.0;Divorced;2.0;75000;2;8;1;2;Low;4;5.0;0;4;High;0.0;0.0;0.0
202044;31.0;10.01;Sales;5;Other;Female;No;Yes;2;Sales Representative;3;20.0;Divorced;1.0;216667;1;21;3;3;High;1;10.0;0;4;Low;5.0;5.0;2.0
202045;39.0;7.11;Sales;4;Marketing;Male;Yes;Yes;4;Manufacturing Director;2;11.0;Married;3.0;225000;1;12;1;3;High;3;11.0;5;1;High;4.0;4.0;4.0
202046;19.0;6.01;Sales;1;Technical Degree;Female;No;No;2;Human Resources;3;8.0;Married;2.0;16667;1;19;2;3;Very High;2;1.0;1;1;High;1.0;1.0;1.0
202047;58.0;10.96;Sales;3;Medical;Male;Yes;No;1;Healthcare Representative;3;18.0;Married;5.0;266667;5;21;4;3;Very High;1;21.0;4;3;High;9.0;4.0;9.0
202048;31.0;7.81;Human Resources;3;Other;Male;No;No;4;Manager;2;6.0;Married;3.0;25000;1;11;2;3;Very High;1;1.0;2;2;Low;1.0;1.0;1.0
202049;48.0;7.68;Sales;5;Life Sciences;Male;Yes;Yes;4;Manager;2;10.0;Divorced;2.0;433333;4;18;3;2;Very High;3;26.0;6;3;High;7.0;1.0;6.0
202050;47.0;9.98;Research & Development;5;Medical;Female;No;Yes;2;Manufacturing Director;3;4.0;Divorced;2.0;33333;1;15;2;2;Low;4;0.0;5;4;Low;0.0;0.0;0.0
202051;32.0;10.41;Human Resources;1;Marketing;Male;No;;3;Sales Representative;1;17.0;Married;5.0;208333;2;12;4;4;Low;2;8.0;6;4;High;7.0;2.0;1.0
202052;58.0;7.21;Human Resources;3;Medical;Male;No;Yes;4;Manager;4;5.0;Married;3.0;116667;1;18;4;1;Low;3;4.0;4;3;Medium;2.0;2.0;2.0
202053;27.0;6.06;Sales;5;Life Sciences;Male;Yes;No;1;Research Director;1;9.0;Single;4.0;50000;1;18;4;3;Very High;2;3.0;2;3;High;0.0;0.0;0.0
202054;37.0;6.79;Research & Development;4;Marketing;Male;No;Yes;3;Healthcare Representative;4;5.0;Divorced;4.0;150000;1;19;4;2;Medium;3;11.0;4;1;High;9.0;3.0;1.0
202055;52.0;6.66;Sales;3;Medical;Male;Yes;Yes;3;Research Director;4;19.0;Married;2.0;150000;1;20;1;2;Very Low;4;11.0;0;3;High;7.0;5.0;0.0
202056;27.0;2.02;Sales;4;Human Resources;Male;Yes;No;2;Manufacturing Director;3;8.0;Divorced;3.0;41667;1;15;2;2;High;1;2.0;2;2;Medium;0.0;0.0;0.0
202057;51.0;7.24;Human Resources;4;Medical;Male;No;No;3;Human Resources;1;17.0;Single;1.0;75000;3;20;2;2;Very High;3;6.0;4;3;Low;6.0;2.0;5.0
202058;35.0;8.69;Research & Development;4;Technical Degree;Male;Yes;No;1;Healthcare Representative;3;2.0;Married;5.0;241667;1;8;4;4;Medium;1;13.0;2;2;Low;0.0;0.0;0.0
202059;58.0;6.29;Research & Development;1;Marketing;Female;No;No;1;Manufacturing Director;2;10.0;Married;4.0;25000;1;18;3;1;Very Low;1;1.0;0;3;High;0.0;0.0;0.0
202060;20.0;2.02;Research & Development;1;Technical Degree;Male;Yes;Yes;3;Research Scientist;1;9.0;Single;3.0;50000;1;25;2;4;Very Low;3;2.0;4;2;High;0.0;0.0;0.0
202061;44.0;6.78;Sales;5;Other;Male;Yes;No;4;Research Director;2;11.0;Divorced;3.0;283333;3;22;4;1;Medium;4;19.0;1;2;Low;5.0;5.0;2.0
202062;31.0;6.91;Human Resources;4;Technical Degree;Male;No;Yes;4;Healthcare Representative;1;7.0;Single;2.0;25000;1;7;2;3;Very High;2;1.0;2;2;;0.0;0.0;0.0
202063;39.0;10.3;Sales;1;Human Resources;Female;;;1;Laboratory Technician;2;;Single;4.0;116667;2;22;1;1;Medium;2;5.0;1;4;High;1.0;1.0;1.0
202064;52.0;8.32;Human Resources;2;Medical;Female;No;No;2;Laboratory Technician;1;8.0;Divorced;1.0;250000;2;10;3;1;Very High;1;17.0;3;1;;9.0;3.0;6.0
202065;34.0;6.41;Research & Development;4;Technical Degree;Female;Yes;Yes;3;Healthcare Representative;1;16.0;Divorced;4.0;125000;1;22;2;2;Medium;1;6.0;3;2;Low;4.0;4.0;4.0
202066;32.0;8.04;Research & Development;2;Life Sciences;Male;No;No;1;Sales Executive;2;7.0;Married;1.0;241667;2;22;2;2;Very High;4;9.0;6;4;Medium;3.0;3.0;0.0
202067;54.0;6.01;Sales;4;Medical;Male;No;;1;Sales Executive;4;9.0;Single;4.0;416667;1;20;1;4;Very Low;1;;4;4;Low;2.0;2.0;2.0
202068;;6.0;Sales;2;Other;Female;No;No;1;Laboratory Technician;4;7.0;Single;2.0;108333;1;18;1;2;Very High;4;7.0;2;1;High;1.0;1.0;1.0
202069;34.0;7.88;Human Resources;4;Technical Degree;Male;No;No;3;Research Scientist;2;4.0;Single;4.0;233333;3;18;2;4;Very Low;2;13.0;5;4;Low;0.0;0.0;0.0
202070;45.0;7.59;Sales;5;Other;Female;No;No;3;Research Scientist;2;17.0;Married;3.0;291667;2;22;2;4;Medium;1;17.0;1;1;Medium;14.0;2.0;1.0
202071;59.0;9.12;Human Resources;1;Marketing;Male;No;Yes;1;Research Scientist;4;11.0;Single;1.0;6416670;2;12;4;3;Medium;4;35.0;6;1;Low;30.0;4.0;8.0
202072;20.0;8.03;Research & Development;3;Marketing;Male;No;No;4;Manufacturing Director;2;4.0;Single;4.0;58333;1;13;2;4;High;1;2.0;5;4;Low;0.0;0.0;0.0
202073;30.0;7.08;Research & Development;1;Technical Degree;Female;No;Yes;2;Manager;1;4.0;Single;2.0;75000;2;25;3;4;High;2;4.0;5;3;Medium;0.0;0.0;0.0
202074;30.0;7.31;Human Resources;3;Medical;Male;No;No;1;Healthcare Representative;4;9.0;Married;4.0;16667;1;22;3;1;High;4;1.0;6;1;Medium;0.0;0.0;0.0
