EmployeeID;Target;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
107780;0;51.0;6.29;Research & Development;2;Medical;Male;No;Yes;2;Manager;1;30.0;Divorced;1.0;6000000;3;16;1;3;Very High;2;29.0;3;4;Medium;15.0;4.0;8.0
107781;0;24.0;6.19;Sales;5;Marketing;Female;Yes;No;2;Laboratory Technician;1;9.0;Single;3.0;33333;1;23;4;3;Very High;3;0.0;4;4;High;0.0;0.0;0.0
107782;0;29.0;6.71;Human Resources;3;Marketing;Male;No;No;4;Sales Executive;2;15.0;Divorced;1.0;66667;2;23;3;3;Very High;2;4.0;4;1;High;4.0;4.0;3.0
107783;1;29.0;9.12;Human Resources;2;Life Sciences;Female;No;Yes;4;Human Resources;1;17.0;Married;1.0;150000;2;21;3;4;High;3;8.0;3;1;Low;7.0;4.0;4.0
107784;0;25.0;10.51;Sales;2;Medical;Female;Yes;No;4;Laboratory Technician;3;4.0;Divorced;1.0;41667;1;14;1;3;Very High;2;3.0;5;1;Low;0.0;0.0;0.0
107785;0;35.0;9.95;Research & Development;2;Medical;Female;Yes;No;3;Research Director;4;8.0;Married;5.0;75000;1;21;3;1;Very High;1;4.0;4;1;Medium;4.0;4.0;4.0
107786;0;22.0;8.91;Human Resources;5;Medical;Male;No;No;1;Manager;2;7.0;Married;4.0;25000;1;23;1;4;Very High;2;1.0;5;4;Medium;0.0;0.0;0.0
107787;0;;8.53;Sales;5;Technical Degree;Female;Yes;;4;Human Resources;2;19.0;Divorced;4.0;191667;3;22;1;4;Low;4;7.0;0;4;Low;5.0;5.0;2.0
107788;0;;7.42;Research & Development;4;Marketing;Female;No;No;2;Manufacturing Director;4;5.0;Married;1.0;50000;1;16;3;2;Very High;3;3.0;1;2;Medium;1.0;1.0;1.0
107789;0;55.0;6.29;Sales;2;Technical Degree;Male;No;Yes;1;Manager;1;5.0;Married;4.0;316667;4;16;2;3;Very High;2;20.0;6;4;Low;6.0;5.0;0.0
107790;1;60.0;10.0;Sales;1;Medical;Female;No;Yes;2;Sales Executive;1;10.0;Single;3.0;583333;4;25;3;1;High;1;31.0;2;4;Medium;;;
107791;0;37.0;10.07;Research & Development;4;Medical;Male;No;No;1;Human Resources;2;12.0;Divorced;1.0;166667;1;15;2;4;Very Low;4;13.0;4;3;High;2.0;2.0;2.0
107792;1;20.0;10.73;Research & Development;5;Life Sciences;Male;Yes;;3;Laboratory Technician;2;4.0;Married;4.0;25000;1;8;2;1;Very Low;4;;1;2;High;1.0;1.0;1.0
107793;1;57.0;6.52;Human Resources;1;Technical Degree;Male;No;Yes;3;Sales Executive;1;8.0;Divorced;1.0;25000;1;20;1;1;Low;1;1.0;4;1;Low;;;
107794;0;52.0;6.11;Research & Development;3;Life Sciences;Male;Yes;No;2;Sales Representative;4;4.0;Divorced;1.0;133333;2;18;4;4;Medium;2;6.0;4;1;High;1.0;1.0;1.0
107795;0;48.0;8.4;Sales;4;Technical Degree;Male;Yes;No;1;Laboratory Technician;4;10.0;Divorced;4.0;250000;1;21;1;1;Very Low;1;16.0;2;2;Medium;16.0;1.0;4.0
107796;1;27.0;8.9;Human Resources;5;Marketing;Male;No;Yes;2;;4;5.0;;4.0;75000;1;21;2;4;Very Low;1;5.0;6;2;High;5.0;5.0;1.0
107797;1;30.0;7.81;Human Resources;5;Marketing;Female;No;No;3;Laboratory Technician;3;9.0;Single;2.0;100000;4;13;1;1;Low;2;8.0;4;1;Medium;8.0;4.0;0.0
107798;0;55.0;9.36;Sales;1;Marketing;Female;Yes;No;1;Manufacturing Director;3;17.0;Divorced;1.0;266667;3;21;1;4;Very High;2;14.0;2;3;High;3.0;3.0;0.0
107799;0;26.0;2.0;Human Resources;5;Other;Female;No;Yes;2;Research Director;1;10.0;Married;2.0;16667;1;13;4;1;Very High;3;0.0;5;4;Medium;0.0;0.0;0.0
107800;0;44.0;7.79;Human Resources;5;Life Sciences;Male;No;Yes;1;Research Scientist;4;3.0;Single;2.0;83333;1;9;4;1;Very High;4;3.0;2;4;High;0.0;0.0;0.0
107801;0;;10.4;Human Resources;1;Human Resources;Male;No;Yes;4;Research Scientist;4;18.0;Married;3.0;225000;2;23;3;3;Medium;1;9.0;0;3;High;2.0;2.0;2.0
107802;0;43.0;10.67;Human Resources;1;Life Sciences;Male;No;No;1;;3;6.0;;5.0;183333;2;23;1;3;Low;3;11.0;5;2;Medium;1.0;1.0;1.0
107803;0;18.0;8.19;Research & Development;2;Marketing;Female;Yes;No;2;Sales Executive;3;3.0;Divorced;3.0;33333;1;9;4;2;Very High;1;0.0;0;2;High;0.0;0.0;0.0
107804;0;45.0;8.13;Sales;2;Other;Male;No;Yes;2;Human Resources;4;17.0;Divorced;1.0;283333;2;15;1;3;High;3;15.0;1;4;High;14.0;4.0;0.0
107805;1;29.0;7.8;Sales;3;Medical;Female;Yes;No;1;Manager;4;10.0;Divorced;2.0;133333;1;23;3;2;Very High;2;5.0;2;1;Medium;5.0;5.0;5.0
107806;0;42.0;10.5;Research & Development;4;Medical;Female;No;No;3;Research Scientist;1;6.0;Divorced;2.0;266667;3;13;4;4;High;4;15.0;3;3;Medium;5.0;5.0;5.0
107807;0;56.0;7.6;Human Resources;2;Marketing;Male;No;No;3;Laboratory Technician;4;12.0;Single;3.0;366667;1;12;4;3;Medium;2;27.0;3;4;Low;11.0;0.0;7.0
107808;0;39.0;6.48;Sales;2;Medical;Female;No;;4;Research Scientist;3;14.0;Divorced;2.0;183333;1;15;2;1;Medium;4;;0;1;High;6.0;4.0;1.0
107809;1;42.0;10.8;Research & Development;2;Medical;Female;Yes;Yes;4;Research Director;4;26.0;Divorced;3.0;308333;2;8;4;1;Medium;1;;0;2;Low;17.0;4.0;8.0
107810;1;21.0;6.37;Human Resources;4;Life Sciences;Female;No;Yes;1;Research Director;2;2.0;Single;4.0;25000;1;15;1;2;High;3;0.0;0;4;Medium;0.0;0.0;0.0
107811;1;56.0;6.56;Sales;1;Technical Degree;Female;Yes;Yes;3;Research Director;1;9.0;Single;2.0;175000;2;9;2;2;Very High;2;6.0;0;1;Low;0.0;0.0;0.0
107812;0;29.0;6.07;Sales;1;Other;Female;No;Yes;4;Sales Executive;2;7.0;Divorced;4.0;150000;3;20;3;3;Very High;1;8.0;2;4;High;3.0;3.0;2.0
107813;1;39.0;10.83;Research & Development;5;Marketing;Female;Yes;No;3;Laboratory Technician;2;28.0;Married;2.0;233333;2;15;1;2;Very Low;2;10.0;4;2;Medium;10.0;0.0;3.0
107814;0;57.0;7.39;Human Resources;3;Human Resources;Female;No;No;2;Research Director;1;21.0;Married;2.0;366667;2;22;3;4;Very High;3;18.0;2;3;High;11.0;5.0;3.0
107815;0;20.0;6.33;Sales;3;Life Sciences;Female;No;No;3;Human Resources;1;4.0;Divorced;5.0;50000;1;20;3;3;Medium;2;2.0;2;4;Medium;0.0;0.0;0.0
107816;0;51.0;10.55;Sales;1;Human Resources;Female;Yes;Yes;3;Human Resources;3;27.0;Single;4.0;500000;6;15;3;2;High;4;30.0;4;1;Medium;15.0;3.0;0.0
107817;0;;6.04;Human Resources;1;Life Sciences;Male;No;No;4;Sales Representative;4;22.0;Single;2.0;166667;2;23;2;4;Medium;3;10.0;2;4;High;10.0;4.0;0.0
107818;0;19.0;7.0;Sales;3;Technical Degree;Female;No;No;4;Manufacturing Director;3;10.0;Married;2.0;33333;1;11;2;1;Medium;3;0.0;6;1;Low;0.0;0.0;0.0
107819;0;25.0;7.0;Research & Development;1;Technical Degree;Male;Yes;Yes;1;Sales Representative;3;3.0;Single;2.0;8333;1;11;2;4;High;3;0.0;0;2;High;0.0;0.0;0.0
107820;1;19.0;9.2;Sales;2;Medical;Male;Yes;Yes;4;Research Director;1;5.0;Single;5.0;25000;1;7;3;2;Very High;3;1.0;3;3;Low;1.0;1.0;1.0
107821;0;24.0;6.73;Sales;3;Marketing;Male;Yes;Yes;1;Sales Executive;1;2.0;Divorced;5.0;25000;1;20;2;3;Low;2;0.0;3;2;;0.0;0.0;0.0
107822;0;56.0;9.59;Research & Development;5;Human Resources;;No;No;3;Human Resources;1;27.0;Divorced;5.0;391667;4;15;4;2;High;3;30.0;1;2;;30.0;2.0;7.0
107823;0;34.0;6.42;Research & Development;5;Medical;Male;No;No;1;Laboratory Technician;4;14.0;Married;4.0;175000;1;20;4;4;Very High;2;13.0;0;4;High;10.0;1.0;3.0
107824;0;20.0;6.04;Human Resources;1;Human Resources;Male;No;No;3;Human Resources;4;5.0;Single;2.0;16667;1;10;1;1;Low;4;1.0;0;4;Medium;1.0;1.0;1.0
107825;0;53.0;6.81;Sales;4;Technical Degree;Female;No;No;1;Healthcare Representative;1;20.0;Single;1.0;100000;1;25;4;3;Very High;1;4.0;0;3;High;4.0;4.0;3.0
107826;0;37.0;6.92;Research & Development;1;Life Sciences;Female;Yes;No;1;Sales Executive;2;8.0;Married;3.0;25000;1;17;1;2;Medium;2;1.0;3;4;Medium;1.0;1.0;1.0
107827;0;56.0;6.29;Research & Development;2;Human Resources;Female;Yes;No;1;Manager;3;23.0;Divorced;3.0;291667;5;21;4;4;Very Low;4;23.0;5;1;Medium;19.0;1.0;9.0
107828;0;27.0;6.3;Human Resources;5;Marketing;Female;No;No;3;Sales Executive;2;10.0;Divorced;1.0;25000;1;22;1;3;Low;3;0.0;2;2;Medium;0.0;0.0;0.0
107829;1;;10.73;Research & Development;5;Medical;Female;No;Yes;3;Research Scientist;1;12.0;Married;1.0;316667;4;24;3;1;Low;1;20.0;3;1;Low;11.0;5.0;0.0
107830;0;55.0;7.78;Human Resources;2;Technical Degree;Female;No;No;3;Healthcare Representative;3;24.0;Divorced;4.0;416667;6;10;4;1;Very Low;3;31.0;0;4;High;13.0;1.0;5.0
107831;1;50.0;5.99;Research & Development;1;Human Resources;Male;Yes;No;4;Manager;4;9.0;Married;2.0;533333;2;12;2;3;Very High;4;26.0;0;4;Medium;0.0;0.0;0.0
107832;1;47.0;10.41;Research & Development;3;Marketing;Female;No;No;3;Human Resources;1;7.0;Divorced;4.0;175000;1;15;1;3;High;2;13.0;6;2;Low;7.0;2.0;5.0
107833;0;20.0;8.39;Research & Development;5;Technical Degree;Male;Yes;Yes;4;Manager;4;3.0;Married;5.0;25000;1;14;4;4;Very High;1;2.0;3;1;Medium;1.0;1.0;1.0
107834;0;34.0;7.39;Human Resources;4;Other;Female;No;No;1;Research Director;3;9.0;Single;3.0;125000;1;11;1;1;Very Low;2;5.0;0;3;Medium;3.0;3.0;3.0
107835;1;45.0;7.41;Human Resources;1;Medical;Male;No;No;2;Research Director;1;8.0;Divorced;3.0;33333;1;20;1;4;Very High;2;0.0;0;3;Medium;0.0;0.0;0.0
107836;0;34.0;7.82;Research & Development;2;Medical;Male;Yes;No;4;Manufacturing Director;1;19.0;Single;5.0;58333;1;12;1;3;Very Low;3;4.0;0;3;Medium;4.0;4.0;3.0
107837;0;29.0;10.68;Sales;1;Other;Male;Yes;No;2;Manager;3;5.0;Single;1.0;125000;2;21;2;2;Very Low;3;6.0;3;4;High;0.0;0.0;0.0
107838;0;31.0;7.42;Human Resources;3;Technical Degree;Female;No;Yes;3;Human Resources;3;20.0;Divorced;4.0;75000;2;22;3;3;High;4;6.0;0;4;Medium;6.0;0.0;4.0
107839;1;36.0;10.3;Research & Development;2;Marketing;;No;Yes;2;Sales Executive;1;9.0;Married;4.0;16667;1;18;3;3;Very Low;1;1.0;2;2;High;0.0;0.0;0.0
107840;0;54.0;5.99;Sales;4;Other;Female;Yes;Yes;4;Sales Representative;4;14.0;Divorced;3.0;158333;2;17;2;2;Very Low;2;9.0;4;2;Low;4.0;4.0;2.0
107841;0;27.0;10.81;Research & Development;1;Other;Female;Yes;Yes;1;Sales Executive;4;3.0;Single;4.0;16667;1;21;1;3;Medium;2;1.0;0;3;Medium;1.0;1.0;1.0
107842;1;56.0;7.7;Research & Development;2;Technical Degree;Female;No;Yes;2;Laboratory Technician;4;26.0;Divorced;4.0;375000;2;13;3;4;Very High;4;22.0;4;1;Medium;15.0;1.0;2.0
107843;0;51.0;10.99;Human Resources;4;Life Sciences;Female;No;No;2;Human Resources;3;8.0;Divorced;2.0;216667;3;10;1;3;Medium;3;14.0;2;4;High;8.0;3.0;5.0
107844;1;35.0;8.88;Human Resources;5;Other;Male;No;Yes;1;Manufacturing Director;1;2.0;Single;4.0;16667;1;21;1;4;Very High;2;1.0;2;1;Medium;0.0;0.0;0.0
107845;1;59.0;10.48;Research & Development;4;Life Sciences;Male;No;No;4;Manager;1;6.0;Divorced;3.0;150000;1;8;3;1;Medium;1;6.0;6;4;High;0.0;0.0;0.0
107846;0;21.0;7.18;Sales;5;Life Sciences;Female;Yes;Yes;1;Healthcare Representative;1;3.0;Divorced;1.0;33333;1;17;2;2;Low;4;0.0;4;3;Medium;0.0;0.0;0.0
107847;0;35.0;10.73;Human Resources;5;Other;Male;No;Yes;2;Sales Executive;3;18.0;Married;4.0;191667;2;16;2;4;High;2;9.0;5;2;Medium;6.0;5.0;1.0
107848;0;44.0;7.2;Sales;1;Human Resources;Male;No;No;4;Healthcare Representative;2;16.0;Single;2.0;283333;4;16;2;2;Very High;4;19.0;0;1;Low;15.0;2.0;2.0
107849;0;29.0;6.0;Human Resources;4;Life Sciences;Male;No;No;2;Research Director;2;4.0;Married;1.0;33333;1;8;2;1;Very Low;2;2.0;1;4;Medium;0.0;0.0;0.0
107850;0;24.0;7.38;Human Resources;4;Other;Male;No;No;1;Sales Representative;3;6.0;Single;4.0;25000;1;16;1;2;Very High;4;1.0;3;4;High;1.0;1.0;1.0
107851;0;23.0;6.73;Human Resources;5;Other;Female;No;No;4;Manager;4;7.0;Single;3.0;25000;1;13;1;3;Very Low;3;0.0;6;2;Low;0.0;0.0;0.0
107852;0;55.0;6.61;Human Resources;1;Human Resources;Male;No;No;4;Research Scientist;3;7.0;Married;1.0;83333;1;10;4;1;Very High;4;3.0;2;3;High;3.0;3.0;2.0
107853;0;57.0;6.03;Sales;2;Medical;Female;No;Yes;1;Laboratory Technician;1;9.0;Single;2.0;100000;1;8;2;1;Medium;4;4.0;6;4;Medium;1.0;1.0;1.0
107854;0;58.0;7.22;Research & Development;2;Life Sciences;Male;Yes;No;3;Research Director;1;5.0;Single;3.0;575000;1;14;3;1;Very High;3;30.0;2;2;Low;2.0;2.0;2.0
107855;0;;7.39;Sales;2;Life Sciences;Male;No;No;1;;3;7.0;;5.0;58333;1;11;2;2;Very High;2;3.0;0;4;Medium;1.0;1.0;1.0
107856;0;59.0;6.83;Human Resources;5;Medical;Male;No;Yes;1;Human Resources;3;5.0;Married;3.0;275000;1;25;2;3;Very High;1;10.0;3;1;Low;0.0;0.0;0.0
107857;0;28.0;6.92;Research & Development;2;Human Resources;Female;Yes;No;2;Manager;3;5.0;Divorced;1.0;25000;1;25;3;1;Low;1;2.0;2;4;High;1.0;1.0;1.0
107858;0;38.0;8.7;Sales;5;Marketing;Female;Yes;Yes;4;Research Scientist;4;13.0;Single;3.0;275000;3;9;1;2;High;3;15.0;5;3;Medium;11.0;0.0;6.0
107859;0;47.0;6.79;Human Resources;5;Medical;Male;No;No;4;Human Resources;4;16.0;Married;5.0;91667;1;20;2;4;Very High;3;5.0;1;4;Medium;3.0;3.0;0.0
107860;0;43.0;18.11;Research & Development;4;Marketing;;Yes;No;1;Research Director;4;16.0;Married;1.0;175000;1;7;4;2;Very High;3;11.0;6;4;Low;6.0;3.0;4.0
107861;0;27.0;6.6;Research & Development;4;Marketing;Female;No;No;4;Laboratory Technician;4;18.0;Divorced;4.0;75000;1;10;3;1;Very Low;3;5.0;5;1;Medium;3.0;3.0;3.0
107862;0;45.0;7.98;Research & Development;4;Life Sciences;Female;No;No;1;Manager;2;10.0;Married;1.0;100000;2;18;2;4;Very High;3;4.0;4;3;Medium;4.0;4.0;4.0
107863;0;52.0;7.09;Human Resources;5;Marketing;Female;No;Yes;2;Research Scientist;1;10.0;Married;2.0;316667;2;22;4;4;Medium;4;16.0;5;2;High;1.0;1.0;1.0
107864;1;59.0;7.08;Research & Development;1;Other;Male;No;No;2;Healthcare Representative;3;12.0;Single;4.0;458333;5;8;2;2;Very Low;1;30.0;4;1;Medium;12.0;1.0;5.0
107865;0;;2.01;Research & Development;5;Human Resources;Male;No;No;4;Manager;4;9.0;Divorced;2.0;16667;1;10;3;3;Very Low;2;1.0;5;1;High;1.0;1.0;1.0
107866;0;26.0;6.22;Sales;5;Life Sciences;Female;Yes;Yes;1;Research Director;1;7.0;Single;4.0;16667;1;25;4;3;Medium;2;1.0;6;2;High;0.0;0.0;0.0
107867;0;58.0;7.38;Human Resources;3;Other;Male;No;No;1;Laboratory Technician;2;7.0;Divorced;3.0;400000;3;9;4;3;Very High;4;20.0;3;4;High;9.0;5.0;0.0
107868;0;32.0;8.69;Research & Development;2;Other;Male;No;No;4;Manager;3;9.0;Divorced;1.0;33333;1;15;3;4;Low;1;2.0;1;3;High;1.0;1.0;1.0
107869;0;33.0;7.98;Research & Development;5;Human Resources;Female;Yes;No;2;Sales Executive;4;9.0;Divorced;4.0;133333;1;8;3;3;Very High;3;10.0;1;3;Low;0.0;0.0;0.0
107870;1;33.0;6.37;Sales;3;Other;Female;No;No;1;Sales Representative;2;6.0;Married;5.0;91667;3;25;3;3;Very Low;4;6.0;6;1;Low;5.0;5.0;1.0
107871;0;20.0;10.51;Sales;3;Life Sciences;Female;No;Yes;4;Manufacturing Director;1;2.0;Married;2.0;33333;1;18;4;2;High;4;0.0;1;2;Low;0.0;0.0;0.0
107872;1;51.0;9.3;Sales;1;Technical Degree;Male;Yes;Yes;1;Manufacturing Director;1;26.0;Divorced;1.0;283333;1;15;1;3;High;2;17.0;5;1;Low;12.0;1.0;10.0
107873;0;30.0;9.81;Sales;3;Other;Male;Yes;Yes;2;Sales Representative;2;9.0;Single;1.0;33333;1;15;1;4;Low;3;0.0;4;2;Medium;0.0;0.0;0.0
107874;0;30.0;9.97;Human Resources;2;Technical Degree;Male;No;Yes;3;Laboratory Technician;1;9.0;Married;3.0;150000;3;10;1;4;Very High;3;9.0;0;4;Low;3.0;3.0;0.0
107875;1;;10.1;Human Resources;1;Human Resources;Male;No;No;3;Research Scientist;3;9.0;Married;1.0;250000;1;23;1;4;Very High;4;10.0;0;2;High;6.0;3.0;1.0
107876;0;32.0;7.4;Human Resources;2;Technical Degree;Male;No;No;3;Manager;3;5.0;Married;1.0;175000;2;17;4;2;Very Low;2;11.0;4;2;Low;7.0;1.0;7.0
107877;0;38.0;9.18;Research & Development;1;Technical Degree;Female;No;No;2;Human Resources;4;16.0;Married;5.0;58333;1;11;2;3;Very High;1;4.0;2;3;Low;2.0;2.0;2.0
107878;0;33.0;7.39;Research & Development;4;Other;Male;No;Yes;2;Human Resources;1;2.0;Married;1.0;25000;1;24;4;2;Very Low;1;1.0;5;3;Medium;0.0;0.0;0.0
107879;1;52.0;6.65;Human Resources;3;Other;Female;No;No;2;Human Resources;1;24.0;Divorced;5.0;433333;1;14;2;3;Very High;1;21.0;4;1;Medium;14.0;3.0;8.0
107880;1;47.0;10.49;Sales;4;Marketing;Male;Yes;No;4;Research Director;1;9.0;Single;3.0;100000;3;21;3;4;Very Low;1;7.0;5;3;High;5.0;5.0;3.0
107881;1;31.0;9.12;Sales;4;Technical Degree;Male;Yes;No;3;Manager;1;6.0;Divorced;5.0;141667;1;16;1;4;Very High;1;8.0;4;1;High;2.0;2.0;2.0
107882;0;59.0;6.76;Sales;2;Human Resources;Female;No;Yes;3;Research Scientist;4;8.0;Divorced;3.0;6416670;7;25;2;1;Very High;3;38.0;4;2;Medium;1.0;1.0;1.0
107883;0;32.0;7.23;Sales;1;Marketing;Male;No;Yes;1;Laboratory Technician;2;18.0;Divorced;1.0;191667;4;11;4;2;High;2;8.0;2;2;High;7.0;3.0;0.0
107884;0;44.0;10.73;Research & Development;1;Human Resources;Male;Yes;Yes;3;Manager;2;13.0;Divorced;1.0;241667;1;25;4;4;High;4;10.0;6;1;Low;10.0;1.0;3.0
107885;0;47.0;6.92;Human Resources;5;Marketing;Male;No;;2;Sales Executive;4;27.0;Single;5.0;283333;2;24;1;2;Very High;3;;1;4;Low;13.0;3.0;10.0
107886;0;41.0;8.39;Human Resources;5;Other;Female;No;Yes;2;Research Director;3;10.0;Married;1.0;50000;1;24;2;3;Low;1;2.0;3;4;High;0.0;0.0;0.0
107887;0;20.0;6.9;Human Resources;3;Marketing;Female;No;No;3;Manager;4;6.0;Divorced;5.0;58333;1;11;1;4;Low;2;2.0;3;3;High;0.0;0.0;0.0
107888;0;20.0;7.4;Sales;1;Other;Male;Yes;Yes;3;Sales Executive;1;9.0;Single;3.0;16667;1;11;3;2;Medium;2;1.0;2;2;Medium;1.0;1.0;1.0
107889;0;50.0;8.91;Sales;3;Life Sciences;Female;Yes;Yes;3;Manager;4;27.0;Divorced;3.0;383333;1;18;1;2;Low;2;29.0;1;4;Low;16.0;5.0;2.0
107890;0;21.0;11.01;Human Resources;4;Technical Degree;Male;No;No;4;Research Scientist;4;13.0;Married;5.0;25000;1;14;1;2;High;1;2.0;2;3;Medium;2.0;2.0;2.0
107891;0;32.0;5.98;Human Resources;4;Marketing;Female;No;No;4;Human Resources;4;9.0;Married;2.0;116667;2;23;1;1;Very Low;2;4.0;4;2;Medium;4.0;4.0;1.0
107892;0;27.0;6.58;Human Resources;5;Technical Degree;Female;No;No;1;Laboratory Technician;2;8.0;Divorced;4.0;25000;1;20;3;2;Low;3;0.0;5;1;High;0.0;0.0;0.0
107893;0;19.0;6.82;Human Resources;1;Medical;Male;No;Yes;1;Human Resources;3;4.0;Single;2.0;25000;1;24;3;2;Low;2;0.0;2;4;Medium;0.0;0.0;0.0
107894;1;37.0;10.49;Sales;1;Technical Degree;Male;Yes;Yes;1;Research Scientist;1;9.0;Married;4.0;50000;1;11;3;4;High;3;2.0;0;1;High;1.0;1.0;1.0
107895;1;55.0;10.67;Sales;3;Other;Male;Yes;No;1;Human Resources;1;12.0;Single;3.0;191667;2;13;1;2;High;1;13.0;3;1;High;9.0;1.0;8.0
107896;0;26.0;9.23;Sales;4;Life Sciences;Male;No;No;4;Sales Representative;4;9.0;Divorced;3.0;75000;1;15;4;2;Very High;1;4.0;6;3;Medium;3.0;3.0;0.0
107897;0;27.0;6.38;Research & Development;4;Other;Female;Yes;No;1;Manufacturing Director;3;10.0;Single;4.0;125000;2;7;1;4;Very High;3;5.0;4;3;;0.0;0.0;0.0
107898;1;44.0;7.81;Human Resources;5;Life Sciences;Female;No;No;3;Human Resources;1;12.0;Divorced;2.0;191667;4;21;4;1;Medium;1;9.0;0;2;Medium;4.0;4.0;2.0
107899;0;23.0;6.9;Research & Development;3;Marketing;Male;No;Yes;3;Research Director;4;7.0;Married;5.0;25000;1;15;2;3;Very High;1;1.0;5;2;Medium;0.0;0.0;0.0
107900;0;28.0;7.81;Research & Development;5;Marketing;Female;Yes;Yes;4;Healthcare Representative;1;6.0;Single;2.0;50000;1;9;4;1;Very High;2;2.0;4;1;Medium;2.0;2.0;2.0
107901;0;51.0;7.69;Human Resources;3;Other;Male;No;No;3;Laboratory Technician;2;10.0;Divorced;2.0;266667;1;8;1;1;High;1;21.0;2;4;Medium;18.0;3.0;1.0
107902;1;57.0;6.31;Human Resources;3;Marketing;Female;No;No;1;Human Resources;1;29.0;Single;4.0;241667;4;10;3;4;Low;1;19.0;1;2;Low;12.0;0.0;2.0
107903;1;24.0;7.08;Research & Development;1;Life Sciences;Female;Yes;No;4;Sales Executive;1;9.0;Married;5.0;33333;1;8;4;4;Low;1;0.0;2;1;High;0.0;0.0;0.0
107904;0;29.0;7.71;Research & Development;3;Other;Female;No;No;4;Research Scientist;3;8.0;Married;1.0;25000;1;9;2;4;Very Low;1;2.0;1;2;;0.0;0.0;0.0
107905;0;32.0;10.31;Research & Development;4;Human Resources;Female;Yes;No;2;Research Director;2;20.0;Married;3.0;91667;2;24;3;3;Medium;4;7.0;3;4;High;7.0;1.0;6.0
107906;0;22.0;6.18;Sales;1;Life Sciences;Male;Yes;Yes;2;Human Resources;1;5.0;Married;3.0;33333;1;15;3;1;High;2;0.0;5;2;Low;0.0;0.0;0.0
107907;0;56.0;7.3;Sales;3;Marketing;Male;No;No;1;Sales Executive;3;15.0;Married;4.0;450000;5;9;4;2;Very High;1;29.0;0;1;High;26.0;1.0;9.0
107908;0;32.0;6.58;Sales;4;Marketing;Female;Yes;No;1;Manufacturing Director;1;8.0;Married;3.0;50000;1;19;3;1;Very High;1;2.0;1;4;Low;1.0;1.0;1.0
107909;0;56.0;10.8;Sales;1;Human Resources;Male;Yes;No;3;Healthcare Representative;2;8.0;Divorced;2.0;141667;2;16;4;1;Very High;3;7.0;2;4;Low;0.0;0.0;0.0
107910;0;51.0;6.8;Sales;5;Medical;Male;Yes;No;4;Human Resources;3;18.0;Divorced;4.0;366667;2;20;4;4;Very Low;3;21.0;5;4;Low;3.0;3.0;0.0
107911;0;21.0;7.54;Research & Development;3;Human Resources;Male;Yes;Yes;3;Sales Executive;4;7.0;Married;1.0;16667;1;20;4;1;Very Low;4;1.0;4;2;Low;0.0;0.0;0.0
107912;1;;9.11;Research & Development;4;Life Sciences;Female;Yes;No;1;Healthcare Representative;1;6.0;Divorced;3.0;16667;1;12;4;1;Low;2;1.0;4;1;Medium;0.0;0.0;0.0
107913;0;38.0;7.5;Human Resources;5;Human Resources;Female;No;Yes;4;Laboratory Technician;3;10.0;Single;3.0;275000;3;22;1;1;Very High;4;15.0;6;2;High;4.0;4.0;3.0
107914;0;54.0;18.07;Sales;5;Marketing;Male;No;No;3;Human Resources;1;15.0;Divorced;3.0;91667;2;8;4;3;Medium;3;7.0;6;3;Medium;5.0;5.0;4.0
107915;1;59.0;7.81;Human Resources;2;Medical;Male;No;No;2;Sales Representative;4;14.0;Divorced;4.0;6333330;8;19;1;2;Very Low;4;38.0;4;1;Low;21.0;4.0;1.0
107916;0;28.0;7.51;Research & Development;5;Other;Male;Yes;Yes;3;Manufacturing Director;4;6.0;Divorced;3.0;16667;1;11;2;2;Very Low;3;1.0;1;4;Medium;1.0;1.0;1.0
107917;1;49.0;9.95;Research & Development;3;Other;Female;No;Yes;2;Sales Executive;2;21.0;Married;4.0;275000;1;13;3;4;High;1;20.0;4;4;High;19.0;5.0;0.0
107918;0;46.0;6.81;Research & Development;4;Marketing;Male;No;No;4;Sales Representative;1;15.0;Married;2.0;200000;2;8;1;2;Very High;4;16.0;4;4;High;7.0;3.0;7.0
107919;0;28.0;7.19;Human Resources;4;Medical;Female;No;Yes;3;Healthcare Representative;1;7.0;Single;3.0;133333;2;12;3;3;Very High;4;7.0;4;3;High;2.0;2.0;2.0
107920;0;20.0;10.41;Human Resources;4;Technical Degree;Male;No;No;3;Sales Representative;4;10.0;Married;1.0;33333;1;25;1;2;Medium;4;0.0;2;3;High;0.0;0.0;0.0
107921;0;25.0;7.42;Sales;1;Technical Degree;Female;No;Yes;3;Sales Executive;3;10.0;Divorced;4.0;50000;2;11;1;4;Very High;4;4.0;0;1;Low;0.0;0.0;0.0
107922;0;51.0;7.24;Sales;5;Life Sciences;Female;Yes;No;2;Research Director;1;11.0;Married;1.0;425000;2;15;1;4;Low;4;24.0;1;3;Medium;9.0;1.0;2.0
